,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00014150,415.043742565149,-0.0158092073689349,0.0774732808500182,0.4173997377722,0.730266240002886
WBGene00014151,4520.08880623946,0.0276122725128554,0.0769538215567474,0.290613563776939,0.663563957722542
WBGene00014152,679.704105418103,-0.0645880090950296,0.0579411986030378,0.132504621280231,0.663563957722542
WBGene00014153,97.4321221284268,-0.269084007698759,0.178326634526661,0.00527079894559268,0.219984842220245
WBGene00014154,421.591380639152,-0.0137598483694903,0.0776098394056678,0.421038582089999,0.73103961205352
WBGene00014155,79.1795395381796,-0.00992397889021106,0.0762011302403187,0.596799303220423,0.838901107884712
WBGene00014156,128.35288061298,-0.00190623610009823,0.0745952785886258,0.928072120245403,0.969110174685905
WBGene00014157,188.12620003259,-0.01164007098826,0.077369717186453,0.478436953825727,0.771119335915208
WBGene00014158,3512.27854251673,-0.0140669489905149,0.0762967183805067,0.512655272845347,0.794515490365751
WBGene00014159,33.0700733467993,0.00664782301035108,0.0734481228017039,0.79313358638716,0.914309154211256
WBGene00014163,1096.06954192702,0.0354840557900272,0.0801001360366114,0.265428416711944,0.663563957722542
WBGene00014164,976.310856673619,-0.206476002607172,0.0958956925322374,0.00260205355792621,0.150088702173718
WBGene00014165,11487.2164918919,0.083390514780127,0.0986334981481295,0.117897416656614,0.663563957722542
WBGene00014166,180.654169684372,0.0479324476368662,0.0929740326709488,0.0972083450377206,0.663563957722542
WBGene00014168,218.706659591821,-0.0119583437847386,0.0774055141098845,0.453938519448235,0.752068333861231
WBGene00014169,1676.2164793013,-0.00949772472927454,0.075633933412878,0.638397485308111,0.854254643366494
WBGene00014170,32.8518077825088,0.00303497918190195,0.0769483510850834,0.802547273094918,0.917930654395401
WBGene00014171,659.862472881664,-0.0044625005804649,0.0752611905667526,0.819833611790094,0.923229655142292
WBGene00014172,1272.74479352401,0.0550933024252857,0.0833493058098425,0.184658064026658,0.663563957722542
WBGene00014173,48.3683818780849,-0.0306190446487523,0.0852533380652665,0.053371202374023,0.645735165311882
WBGene00014174,202.675495159586,0.000609561075702298,0.0761590622306083,0.971330303682177,0.989134012753405
WBGene00014176,2253.30547820267,0.0331206613583752,0.081730064408427,0.235357050723664,0.663563957722542
WBGene00014177,2591.79975769491,0.0571136356405461,0.0950098828995559,0.114179497309123,0.663563957722542
WBGene00014178,34.3992271294712,-0.0280908975363879,0.0829787667734152,0.124409922679316,0.663563957722542
WBGene00014179,1715.81455681363,-0.00828067725605228,0.076372474726893,0.633243278607674,0.851737871843976
WBGene00014181,101.200863324199,-0.587077494371662,0.236762177576335,0.000458744436753645,0.0522693242196515
WBGene00014182,32.5405579611426,-0.484439696278457,0.307205166279521,0.00282671023905061,0.156366431477641
WBGene00014183,50.8373538165378,-0.0641286885512884,0.113336548555935,0.0283630479783214,0.514739182817679
WBGene00014194,175.02318172903,-0.0293497571252895,0.074137562921817,0.39113211481379,0.711842988859104
WBGene00014197,1062.49563694902,-0.0109235673125832,0.0769281416530869,0.522206230577083,0.79839070279472
WBGene00014199,185.776541070834,0.025823744484662,0.0829816084874308,0.0678879989423858,0.663563957722542
WBGene00014201,174.818662259418,-0.011594121348174,0.0775541976035287,0.433702765944255,0.739187743888362
WBGene00014202,7394.11033816707,0.022779638952878,0.0731685821026634,0.435752654673795,0.740598879072507
WBGene00014203,621.679307517569,0.0327838798044547,0.0798337799115952,0.278098696748287,0.663563957722542
WBGene00014204,9426.33394408723,0.0735106387676148,0.0909945195858396,0.158718945625125,0.663563957722542
WBGene00014205,1135.47685023473,0.0325304782055471,0.0804363799810788,0.24608944591355,0.663563957722542
WBGene00014206,115.336070447368,-0.00902234572999035,0.0763815921445889,0.609940415725925,0.84318153841426
WBGene00014207,2769.01802550014,-0.0190955787845088,0.0596207304201037,0.623437050265563,0.848205395344715
WBGene00014208,6237.0558099157,0.0259147360077259,0.0718693671560779,0.45710546134889,0.754235192861951
